,Resort Name,Continent,Country,State/Province,URL,Altitude,Easy,Intermediate ,Difficult,Aerial tramway/reversible ropeway,Circulating ropeway/gondola lift,Chairlift,T-bar lift/platter/button lift ,Rope tow/baby lift,People mover/Moving Carpet,Adult,Youth,Child,Currency,Ski resort size ,"Slope offering, variety of runs ",Lifts and cable cars ,Snow reliability ,Slope preparation ,"Access, on-site parking ","Orientation (trail map, information boards, sign-postings) ",Cleanliness and hygiene ,Environmentally friendly ski operation ,Friendliness of staff ,"Mountain restaurants, ski huts, gastronomy ",Après-ski ,Accommodation offering directly at the slopes and lifts ,Families and children ,Beginners ,"Advanced skiers, freeriders ",Snow parks ,Cross-country skiing and trails ,Sunkid Moving Carpet,Combined installation (gondola and chair),People mover,Funicular,Snow caterpillars for Cat-skiing,Cog railway,Helicopter for Heli-skiing,Ski routes
fjellhaugen-skisenter,fjellhaugen-skisenter,Europe,Norway,Western Norway (Vestlandet),https://www.skiresort.info/ski-resort/fjellhaugen-skisenter/,695.0,3.5,0.5,0.0,,,,0.0,,,270,0,0,Norwegian krone,1.5,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,
soelen-ulvaaberget,soelen-ulvaaberget,Europe,Norway,Hedmark,https://www.skiresort.info/ski-resort/soelen-ulvaaberget/,834.0,2.2,0.9,0.0,,,,0.0,,,270,0,220,Norwegian krone,1.5,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,
kaste-petrikov,kaste-petrikov,Europe,Czech Republic,Olomouc Region (Olomoucký kraj),https://www.skiresort.info/ski-resort/kaste-petrikov/,950.0,0.6,3.2,0.0,,,,0.0,0.0,,520,0,400,Czech koruna,1.5,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,
snegorka,snegorka,Russia,Far Eastern Federal District,,https://www.skiresort.info/ski-resort/snegorka/,456.0,1.8,2.0,0.0,,,,0.0,0.0,,1500,0,1000,Russian ruble,1.5,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,
le-sappey-en-chartreuse,le-sappey-en-chartreuse,Europe,France,Auvergne-Rhône-Alpes,https://www.skiresort.info/ski-resort/le-sappey-en-chartreuse/,1350.0,1.5,2.5,0.0,,,,0.0,,,15,0,12,European Euro,1.5,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,
brusnica-fojnica,brusnica-fojnica,Europe,Bosnia and Herzegovina,Federation of Bosnia and Herzegovina,https://www.skiresort.info/ski-resort/brusnica-fojnica/,1744.0,1.4,2.0,0.0,,,,0.0,,,20,0,15,Bosnia convertible mark,1.5,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,
stollenbach-bei-oberried-toter-mann,stollenbach-bei-oberried-toter-mann,Europe,Germany,Baden-Württemberg,https://www.skiresort.info/ski-resort/stollenbach-bei-oberried-toter-mann/,1285.0,2.0,1.8,0.0,,,,0.0,0.0,,30,0,19,European Euro,1.5,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,
eggiwil-netschbuehl,eggiwil-netschbuehl,Europe,Switzerland,Espace Mittelland,https://www.skiresort.info/ski-resort/eggiwil-netschbuehl/,1020.0,2.5,0.5,0.0,,,,0.0,,,27,0,18,Swiss Franc,1.5,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,
les-fourgs,les-fourgs,Europe,France,Bourgogne-Franche-Comté,https://www.skiresort.info/ski-resort/les-fourgs/,1229.0,2.5,0.5,0.0,,,,0.0,0.0,,15,0,11,European Euro,1.5,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,
terraski-park-shava,terraski-park-shava,Russia,Europe,,https://www.skiresort.info/ski-resort/terraski-park-shava/,154.0,1.9,1.9,0.0,,,,0.0,,,1200,0,600,Russian ruble,1.5,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,
turmkogel-puchenstuben,turmkogel-puchenstuben,Europe,Austria,Lower Austria (Niederösterreich),https://www.skiresort.info/ski-resort/turmkogel-puchenstuben/,1150.0,2.0,1.5,0.0,,,,0.0,,0.0,21.50,19.50,15,European Euro,1.5,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,
col-de-turinicamp-dargent,col-de-turinicamp-dargent,Europe,France,Provence-Alpes-Côte d’Azur,https://www.skiresort.info/ski-resort/col-de-turinicamp-dargent/,1920.0,2.0,1.0,0.0,,,,0.0,,,13,0,11,European Euro,1.5,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,
weissbriach-gitschtal,weissbriach-gitschtal,Europe,Austria,Carinthia (Kärnten),https://www.skiresort.info/ski-resort/weissbriach-gitschtal/,1150.0,1.0,3.0,0.0,,,,0.0,,,31,25,15.50,European Euro,1.5,1.5,2.0,,,,,,,,,,,,,,,,,,0.0,,,,,
le-manon,le-manon,Europe,France,Franche-Comté,https://www.skiresort.info/ski-resort/le-manon/,1298.0,2.0,1.0,0.0,,,,0.0,,,8.50,0,5.50,European Euro,1.5,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,
menzenschwand-st-blasien-spiesshorn,menzenschwand-st-blasien-spiesshorn,Europe,Germany,Baden-Württemberg,https://www.skiresort.info/ski-resort/menzenschwand-st-blasien-spiesshorn/,1220.0,2.1,1.8,0.0,,,,0.0,,,28,16,5,European Euro,1.5,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,
chapeau-rable-la-chaux-de-fonds,chapeau-rable-la-chaux-de-fonds,Europe,Switzerland,Espace Mittelland,https://www.skiresort.info/ski-resort/chapeau-rable-la-chaux-de-fonds/,1233.0,2.0,1.0,0.0,,,,0.0,,,24,20,15,Swiss Franc,1.5,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,
brabant-la-bresse,brabant-la-bresse,Europe,France,Grand-Est,https://www.skiresort.info/ski-resort/brabant-la-bresse/,980.0,2.8,2.0,0.0,,,,0.0,,,16.50,15,12.50,European Euro,1.5,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,
praegraten-am-grossvenediger,praegraten-am-grossvenediger,Europe,Austria,Tyrol (Tirol),https://www.skiresort.info/ski-resort/praegraten-am-grossvenediger/,1440.0,1.0,0.5,0.5,,,,0.0,,,25,0,12.50,European Euro,1.3,1.7,2.0,,,,,,,,,,,,,,,,,,,,,,,
thoma-hinterzarten,thoma-hinterzarten,Europe,Germany,Baden-Württemberg,https://www.skiresort.info/ski-resort/thoma-hinterzarten/,1200.0,2.5,1.5,0.0,,,,0.0,,,31,18,0,European Euro,1.5,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,
prags-braies,prags-braies,Europe,Italy,Trentino-Alto Adige (Trentino-Südtirol),https://www.skiresort.info/ski-resort/prags-braies/,1403.0,1.0,3.2,0.0,,,,0.0,,,37.50,26.50,0,European Euro,1.5,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,
kasurila,kasurila,Europe,Finland,East Finland (Pohjois- ja Itä-Suomi),https://www.skiresort.info/ski-resort/kasurila/,189.0,2.5,2.0,0.0,,,,0.0,,,32,0,26,European Euro,1.5,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,
granberget-leksand,granberget-leksand,Europe,Sweden,Central Sweden,https://www.skiresort.info/ski-resort/granberget-leksand/,420.0,3.2,1.4,0.0,,,,0.0,,,320,250,60,Swedish krona,1.5,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,
bjaestabacken,bjaestabacken,Europe,Sweden,Northern Sweden (Norrland),https://www.skiresort.info/ski-resort/bjaestabacken/,135.0,2.1,1.2,0.0,,,,0.0,,,210,160,0,Swedish krona,1.5,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,
ivan-gora,ivan-gora,Russia,Europe,,https://www.skiresort.info/ski-resort/ivan-gora/,322.0,2.1,1.0,0.0,,,,0.0,,,1050,0,0,Russian ruble,1.5,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,
lifjell,lifjell,Europe,Norway,Telemark,https://www.skiresort.info/ski-resort/lifjell/,804.0,1.8,2.4,0.0,,,,0.0,,,430,360,0,Norwegian krone,1.5,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,
burin-hodkovice-nad-mohelkou,burin-hodkovice-nad-mohelkou,Europe,Czech Republic,Liberec Region (Liberecký kraj),https://www.skiresort.info/ski-resort/burin-hodkovice-nad-mohelkou/,522.0,0.6,0.5,0.5,,,,0.0,,,230,0,130,Czech koruna,1.3,1.7,2.0,,,,,,,,,,,,,,,,,,,,,,,
sachty-vysoke-nad-jizerou,sachty-vysoke-nad-jizerou,Europe,Czech Republic,Liberec Region (Liberecký kraj),https://www.skiresort.info/ski-resort/sachty-vysoke-nad-jizerou/,700.0,1.6,2.5,0.0,,,,0.0,,,490,400,310,Czech koruna,1.5,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,
tenna,tenna,Europe,Switzerland,Eastern Switzerland,https://www.skiresort.info/ski-resort/tenna/,1780.0,3.5,1.0,0.0,,,,0.0,,,25,0,16,Swiss Franc,1.5,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,
kanisbacken-aelvsbyn,kanisbacken-aelvsbyn,Europe,Sweden,Northern Sweden (Norrland),https://www.skiresort.info/ski-resort/kanisbacken-aelvsbyn/,227.0,2.0,1.0,0.0,,,,0.0,,,150,60,0,Swedish krona,1.5,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,
le-cret-meuron-fontaines-les-gollieres,le-cret-meuron-fontaines-les-gollieres,Europe,Switzerland,Espace Mittelland,https://www.skiresort.info/ski-resort/le-cret-meuron-fontaines-les-gollieres/,1340.0,2.0,1.0,0.0,,,,0.0,,,25,0,15,Swiss Franc,1.5,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,
bucnik-polomka,bucnik-polomka,Europe,Slovakia,Banská Bystrica (Banskobystrický kraj),https://www.skiresort.info/ski-resort/bucnik-polomka/,905.0,0.6,3.1,0.0,,,,0.0,0.0,,16,14,10,European Euro,1.5,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,
halblech,halblech,Europe,Germany,Bavaria (Bayern),https://www.skiresort.info/ski-resort/halblech/,1043.0,2.0,1.0,0.0,,,,0.0,,,19,0,12,European Euro,1.5,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,
surnadal,surnadal,Europe,Norway,Western Norway (Vestlandet),https://www.skiresort.info/ski-resort/surnadal/,473.0,2.8,1.2,0.0,,,,0.0,,,350,0,250,Norwegian krone,1.5,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,
tolvmannabacken,tolvmannabacken,Europe,Sweden,Central Sweden,https://www.skiresort.info/ski-resort/tolvmannabacken/,245.0,3.2,1.3,0.0,,,,0.0,,,305,0,275,Swedish krona,1.5,1.5,2.0,,,,,,,,,,,,,,,,,,0.0,,,,,
col-de-marcieu-saint-bernard-du-touvet,col-de-marcieu-saint-bernard-du-touvet,Europe,France,Auvergne-Rhône-Alpes,https://www.skiresort.info/ski-resort/col-de-marcieu-saint-bernard-du-touvet/,1350.0,2.0,1.2,0.0,,,,0.0,,,13.40,0,11.20,European Euro,1.5,1.5,2.0,,,,,,,,,,,,,,,,,,0.0,,,,,
pian-di-sole,pian-di-sole,Europe,Italy,Piedmont (Piemonte),https://www.skiresort.info/ski-resort/pian-di-sole/,1065.0,1.0,2.0,0.0,,,,0.0,,,23,0,18,European Euro,1.5,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,
bedrichov,bedrichov,Europe,Czech Republic,Liberec Region (Liberecký kraj),https://www.skiresort.info/ski-resort/bedrichov/,802.0,4.0,0.5,0.0,,,,0.0,,,480,410,330,Czech koruna,1.5,1.5,2.0,,,,,,,,,,,,,,,,0.0,,,,,,,
rostovo,rostovo,Europe,Bosnia and Herzegovina,Federation of Bosnia and Herzegovina,https://www.skiresort.info/ski-resort/rostovo/,1118.0,2.5,1.5,0.0,,,,0.0,,,18,0,12,Bosnia convertible mark,1.5,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,
brnenka-vernirovice,brnenka-vernirovice,Europe,Czech Republic,Olomouc Region (Olomoucký kraj),https://www.skiresort.info/ski-resort/brnenka-vernirovice/,740.0,2.6,0.4,0.0,,,,0.0,,,340,0,220,Czech koruna,1.5,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,
boergefjellsenteret,boergefjellsenteret,Europe,Norway,Nord-Trøndelag,https://www.skiresort.info/ski-resort/boergefjellsenteret/,583.0,2.6,0.6,0.0,,,,0.0,,,350,290,0,Norwegian krone,1.5,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,
plainpalais,plainpalais,Europe,France,Auvergne-Rhône-Alpes,https://www.skiresort.info/ski-resort/plainpalais/,1448.0,1.7,1.3,0.0,,,,0.0,,,20,0,16,European Euro,1.5,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,
les-bagenelles-sainte-marie-aux-mines,les-bagenelles-sainte-marie-aux-mines,Europe,France,Grand-Est,https://www.skiresort.info/ski-resort/les-bagenelles-sainte-marie-aux-mines/,1074.0,2.7,0.8,0.0,,,,0.0,,,11,0,8,European Euro,1.5,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,
plese-podkonice,plese-podkonice,Europe,Slovakia,Banská Bystrica (Banskobystrický kraj),https://www.skiresort.info/ski-resort/plese-podkonice/,987.0,2.2,2.6,0.0,,,,0.0,,,10,0,5,European Euro,1.5,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,
four-seasons,four-seasons,North America,USA,New York,https://www.skiresort.info/ski-resort/four-seasons/,185.0,0.4,0.4,0.0,,,0.0,,,,28,0,22,US Dollar,1.2,1.2,2.6,,,,,,,,,,,,,,,,,,0.0,,,,,
cierny-balog,cierny-balog,Europe,Slovakia,Banská Bystrica (Banskobystrický kraj),https://www.skiresort.info/ski-resort/cierny-balog/,807.0,0.3,3.3,0.0,,,,0.0,,,16,14,9,European Euro,1.5,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,
entre-les-fourgs-jougne,entre-les-fourgs-jougne,Europe,France,Bourgogne-Franche-Comté,https://www.skiresort.info/ski-resort/entre-les-fourgs-jougne/,1250.0,2.3,1.0,0.0,,,,0.0,,,13,0,10,European Euro,1.5,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,
mastrils,mastrils,Europe,Switzerland,Eastern Switzerland,https://www.skiresort.info/ski-resort/mastrils/,940.0,2.0,1.0,0.0,,,,0.0,,,18,0,15,Swiss Franc,1.5,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,
arralifts-harmanschlag-st-martin,arralifts-harmanschlag-st-martin,Europe,Austria,Lower Austria (Niederösterreich),https://www.skiresort.info/ski-resort/arralifts-harmanschlag-st-martin/,860.0,2.0,2.0,0.0,,,,0.0,,,24,0,18,European Euro,1.5,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,
studenov,studenov,Europe,Czech Republic,Liberec Region (Liberecký kraj),https://www.skiresort.info/ski-resort/studenov/,933.0,2.3,1.3,0.0,,,,0.0,,,400,360,280,Czech koruna,1.5,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,
ochodzita-koniakow,ochodzita-koniakow,Europe,Poland,Silesia (Województwo śląskie),https://www.skiresort.info/ski-resort/ochodzita-koniakow/,883.0,2.0,2.3,0.0,,,,0.0,,,60,55,0,Polish zloty,1.5,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,
raettviksbacken,raettviksbacken,Europe,Sweden,Central Sweden,https://www.skiresort.info/ski-resort/raettviksbacken/,360.0,2.2,1.0,0.0,,,,0.0,,,280,0,220,Swedish krona,1.5,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,
cesky-jiretin,cesky-jiretin,Europe,Czech Republic,Ústí nad Labem Region (Ústecký kraj),https://www.skiresort.info/ski-resort/cesky-jiretin/,800.0,1.5,2.0,0.0,,,,0.0,,,450,0,0,Czech koruna,1.5,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,
ritavalkea,ritavalkea,Europe,Finland,Northern Finland,https://www.skiresort.info/ski-resort/ritavalkea/,230.0,2.0,1.0,0.0,,,,0.0,,,20,0,0,European Euro,1.5,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,
vettenbacken-liden,vettenbacken-liden,Europe,Sweden,Northern Sweden (Norrland),https://www.skiresort.info/ski-resort/vettenbacken-liden/,189.0,0.3,0.4,0.3,,,,0.0,,,140,0,0,Swedish krona,1.3,1.7,2.0,,,,,,,,,,,,,,,,,,,,,,,
kirchschlag-bei-linz,kirchschlag-bei-linz,Europe,Austria,Upper Austria (Oberösterreich),https://www.skiresort.info/ski-resort/kirchschlag-bei-linz/,900.0,2.0,1.0,0.0,,,,0.0,,,20,14,0,European Euro,1.5,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,
almblicklifts-strallegg,almblicklifts-strallegg,Europe,Austria,Styria (Steiermark),https://www.skiresort.info/ski-resort/almblicklifts-strallegg/,1003.0,2.0,1.0,0.0,,,,0.0,,,24.50,22.50,17,European Euro,1.5,1.5,2.0,,,,,,,,,,,,,,,,0.0,,,,,,,
furedalen-alpin-kvamskogen,furedalen-alpin-kvamskogen,Europe,Norway,Western Norway (Vestlandet),https://www.skiresort.info/ski-resort/furedalen-alpin-kvamskogen/,589.0,1.0,2.0,0.0,,,,0.0,,,350,290,0,Norwegian krone,1.5,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,
wachtberglifts-weyregg-am-attersee,wachtberglifts-weyregg-am-attersee,Europe,Austria,Upper Austria (Oberösterreich),https://www.skiresort.info/ski-resort/wachtberglifts-weyregg-am-attersee/,823.0,2.0,2.0,0.0,,,,0.0,,,18,0,13,European Euro,1.5,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,
pirstingerkogellift-sommeralm-hohenau-an-der-raab-passail,pirstingerkogellift-sommeralm-hohenau-an-der-raab-passail,Europe,Austria,Styria (Steiermark),https://www.skiresort.info/ski-resort/pirstingerkogellift-sommeralm-hohenau-an-der-raab-passail/,1424.0,0.5,1.0,0.5,,,,0.0,,,21,0,13,European Euro,1.3,1.7,2.0,,,,,,,,,,,,,,,,0.0,,,,,,,
bellefontaine,bellefontaine,Europe,France,Bourgogne-Franche-Comté,https://www.skiresort.info/ski-resort/bellefontaine/,1261.0,4.0,0.6,0.0,,,,0.0,,,21,16,12,European Euro,1.5,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,
kaiserau-admont,kaiserau-admont,Europe,Austria,Styria (Steiermark),https://www.skiresort.info/ski-resort/kaiserau-admont/,1370.0,2.0,1.0,0.0,,,,0.0,,,29,25,20,European Euro,1.5,1.5,2.0,,,,,,,,,,,,,,,,0.0,,,,,,,
severak,severak,Europe,Czech Republic,Liberec Region (Liberecký kraj),https://www.skiresort.info/ski-resort/severak/,795.0,3.8,1.1,0.0,,,,0.0,,,480,410,330,Czech koruna,1.5,1.5,2.0,,,,,,,,,,,,,,,,0.0,,,,,,,
kirkerud,kirkerud,Europe,Norway,Akershus,https://www.skiresort.info/ski-resort/kirkerud/,180.0,2.0,1.0,0.0,,,,0.0,,,300,0,0,Norwegian krone,1.5,1.5,2.0,,,,,,,,,,,,,,,,,,0.0,,,,,
jastrzebica-przylekow,jastrzebica-przylekow,Europe,Poland,Silesia (Województwo śląskie),https://www.skiresort.info/ski-resort/jastrzebica-przylekow/,758.0,2.2,0.9,0.0,,,,0.0,,,60,0,40,Polish zloty,1.5,1.5,2.0,,,,,,,,,,,,,,,,0.0,,,,,,,
rencurel,rencurel,Europe,France,Auvergne-Rhône-Alpes,https://www.skiresort.info/ski-resort/rencurel/,1233.0,2.5,0.6,0.0,,,,0.0,,,9,0,0,European Euro,1.5,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,
herrischried,herrischried,Europe,Germany,Baden-Württemberg,https://www.skiresort.info/ski-resort/herrischried/,975.0,1.9,1.4,0.0,,,,0.0,,,29,21,21,European Euro,1.5,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,
rucas-di-bagnolo,rucas-di-bagnolo,Europe,Italy,Piedmont (Piemonte),https://www.skiresort.info/ski-resort/rucas-di-bagnolo/,1780.0,0.9,2.7,0.0,,,,0.0,,,18.50,0,16,European Euro,1.5,1.5,2.0,,,,,,,,,,,,,,,,,,0.0,,,,,
kamenec-jablonec-nad-jizerou,kamenec-jablonec-nad-jizerou,Europe,Czech Republic,Liberec Region (Liberecký kraj),https://www.skiresort.info/ski-resort/kamenec-jablonec-nad-jizerou/,670.0,1.0,2.0,0.0,,,,0.0,,,490,400,310,Czech koruna,1.5,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,
storklinta,storklinta,Europe,Sweden,Northern Sweden (Norrland),https://www.skiresort.info/ski-resort/storklinta/,500.0,0.8,2.7,0.0,,,,0.0,,,200,170,0,Swedish krona,1.5,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,
solbergsbacken,solbergsbacken,Europe,Sweden,Northern Sweden (Norrland),https://www.skiresort.info/ski-resort/solbergsbacken/,565.0,2.7,1.2,0.0,,,,0.0,,,200,150,0,Swedish krona,1.5,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,
biancoia-conco,biancoia-conco,Europe,Italy,Venetia (Veneto),https://www.skiresort.info/ski-resort/biancoia-conco/,1254.0,4.4,0.5,0.0,,,,0.0,,,26,0,21,European Euro,1.5,1.5,2.0,,,,,,,,,,,,,,,,,,0.0,,,,,
holzmeisterlifts-sommeralm-st-kathrein-am-offenegg,holzmeisterlifts-sommeralm-st-kathrein-am-offenegg,Europe,Austria,Styria (Steiermark),https://www.skiresort.info/ski-resort/holzmeisterlifts-sommeralm-st-kathrein-am-offenegg/,1400.0,2.0,1.0,0.0,,,,0.0,,,23.50,0,17,European Euro,1.5,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,
alpe-cialma-locana,alpe-cialma-locana,Europe,Italy,Piedmont (Piemonte),https://www.skiresort.info/ski-resort/alpe-cialma-locana/,1692.0,0.2,2.8,0.0,,,,0.0,,,18,0,10,European Euro,1.5,1.5,2.0,,,,,,,,,,,,,,,,,,0.0,,,,,
mont-chilly,mont-chilly,North America,Canada,Quebec,https://www.skiresort.info/ski-resort/mont-chilly/,311.0,1.0,0.7,0.8,,,,0.0,,,30,0,20,Canadian Dollar,1.3,1.7,2.0,,,,,,,,,,,,,,,,,,,,,,,
tockneralmlift-krakauebene-krakauhintermuehlen-krakau,tockneralmlift-krakauebene-krakauhintermuehlen-krakau,Europe,Austria,Styria (Steiermark),https://www.skiresort.info/ski-resort/tockneralmlift-krakauebene-krakauhintermuehlen-krakau/,1450.0,1.0,2.0,0.0,,,,0.0,,,19,0,15,European Euro,1.5,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,
rienz-toblach-dobbiaco,rienz-toblach-dobbiaco,Europe,Italy,Trentino-Alto Adige (Trentino-Südtirol),https://www.skiresort.info/ski-resort/rienz-toblach-dobbiaco/,1410.0,1.4,2.5,0.0,,,,0.0,,,43,30,21.50,European Euro,1.5,1.5,2.0,,,,,,,,,,,,,,,,,,0.0,,,,,
teplica-brezovica,teplica-brezovica,Europe,Slovakia,Žilina (Žilinský kraj),https://www.skiresort.info/ski-resort/teplica-brezovica/,942.0,1.0,0.7,0.7,,,,0.0,,,14,0,10,European Euro,1.3,1.7,2.0,,,,,,,,,,,,,,,,,,,,,,,
schulenberg-skialpinum,schulenberg-skialpinum,Europe,Germany,Central Uplands of Germany (Deutsche Mittelgebirge),https://www.skiresort.info/ski-resort/schulenberg-skialpinum/,645.0,2.7,0.6,0.0,,,,0.0,,,25,20,0,European Euro,1.5,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,
mala-upa,mala-upa,Europe,Czech Republic,Hradec Králové Region (Královéhradecký kraj),https://www.skiresort.info/ski-resort/mala-upa/,1250.0,1.4,2.2,0.0,,,,0.0,0.0,,650,0,460,Czech koruna,1.5,1.5,2.0,,,,,,,,,,,,,,,,0.0,,,,,,,
glasenberg-maria-neustift,glasenberg-maria-neustift,Europe,Austria,Upper Austria (Oberösterreich),https://www.skiresort.info/ski-resort/glasenberg-maria-neustift/,971.0,3.0,1.0,0.0,,,,0.0,,,15,13,8,European Euro,1.5,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,
fagerfjell,fagerfjell,Europe,Norway,Buskerud,https://www.skiresort.info/ski-resort/fagerfjell/,755.0,2.8,0.6,0.0,,,,0.0,,,320,0,280,Norwegian krone,1.5,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,
la-loge-des-gardes,la-loge-des-gardes,Europe,France,Auvergne-Rhône-Alpes,https://www.skiresort.info/ski-resort/la-loge-des-gardes/,1195.0,3.0,1.0,0.0,,,,0.0,,,15,0,12,European Euro,1.5,1.5,2.0,,,,,,,,,,,,,,,,,,0.0,,,,,
bubergsgaarden,bubergsgaarden,Europe,Sweden,Northern Sweden (Norrland),https://www.skiresort.info/ski-resort/bubergsgaarden/,284.0,1.9,1.1,0.0,,,,0.0,,,220,170,0,Swedish krona,1.5,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,
baiyun,baiyun,Asia,China,Xinjiang,https://www.skiresort.info/ski-resort/baiyun/,1830.0,,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
boge,boge,Europe,Kosovo,,https://www.skiresort.info/ski-resort/boge/,1570.0,2.0,1.0,0.0,,,,0.0,,,0,0,0,-,1.5,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,
milotin-zuberec,milotin-zuberec,Europe,Slovakia,Žilina (Žilinský kraj),https://www.skiresort.info/ski-resort/milotin-zuberec/,990.0,1.8,1.2,0.0,,,,0.0,0.0,,0,0,0,-,1.5,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,
ski-seven-zakamenne,ski-seven-zakamenne,Europe,Slovakia,Žilina (Žilinský kraj),https://www.skiresort.info/ski-resort/ski-seven-zakamenne/,950.0,2.4,1.2,0.0,,,,0.0,,,0,0,0,-,1.5,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,
buchberg-sebnitz,buchberg-sebnitz,Europe,Germany,Saxony (Sachsen),https://www.skiresort.info/ski-resort/buchberg-sebnitz/,485.0,0.7,0.6,0.5,,,,0.0,,,0,0,0,-,1.3,1.7,2.0,,,,,,,,,,,,,,,,,,,,,,,
coppervale,coppervale,North America,USA,California,https://www.skiresort.info/ski-resort/coppervale/,1825.0,1.0,2.0,0.0,,,,0.0,,,0,0,0,-,1.5,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,
uyazy-tau,uyazy-tau,Russia,Volga Federal District,Bashkortostan,https://www.skiresort.info/ski-resort/uyazy-tau/,275.0,1.4,1.6,0.0,,,,0.0,,,0,0,0,-,1.5,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,
solheisen-uvdal,solheisen-uvdal,Europe,Norway,Buskerud,https://www.skiresort.info/ski-resort/solheisen-uvdal/,1010.0,3.5,1.3,0.0,,,,0.0,,,0,0,0,-,1.5,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,
friherrenberg-einsiedeln,friherrenberg-einsiedeln,Europe,Switzerland,Central Switzerland,https://www.skiresort.info/ski-resort/friherrenberg-einsiedeln/,1113.0,2.0,1.0,0.0,,,,0.0,,,0,0,0,-,1.5,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,
rotecklift-tobadill,rotecklift-tobadill,Europe,Austria,Tyrol (Tirol),https://www.skiresort.info/ski-resort/rotecklift-tobadill/,1307.0,2.0,1.0,0.0,,,,0.0,,,0,0,0,-,1.5,1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,
